Issue_id,Priority,Component,Duplicated_issue,Title,Description,Status,Resolution,Version,Created_time,Resolved_time
2268,P3,UI,,[Preferences] FieldEditorPreferencePage doesnt honor FLAT style anymore (1GEHN17),"- create a FieldEditorPreferencePage with style flat; 	- add to IntegerFieldEditors with different label length; ; 	==> observe: the text input fields and labels are sorted into a grid with 2 columns although FLAT is specified.; ; ; NOTES:",CLOSED,FIXED,2,10/10/2001 22:32,5/10/2005 14:56
2269,P3,UI,,[Preferences] Need way to set the width of an IntegerFieldEditor (1GEHN44),StringFieldEditor support a width field but the IntegerFieldEditor provides no API to set the corresponding value.; ; NOTES:,CLOSED,FIXED,2,10/10/2001 22:32,5/10/2005 14:55
2270,P4,UI,1947,Problems dialog with details does not allow to copy error messages (1GEHRN3),I just got an error dialog reporting problems during release. The dialog provides a details button; which ; shows a list of messages from which I cannot copy/paste into a PR.; ; Would be nice if it could support multiple selection and ctrl-C actions.; ; NOTES:,RESOLVED,DUPLICATE,2,10/10/2001 22:32,4/23/2002 20:16
2271,P3,UI,,Text editor should use icon to show dirty state (1GEHS24),Rather than using * to indicate dirty state in an editors tab; it would be nicer; to use an icon.   The * is just so TTY.; ; For example; the same disk icon used for Save on the toolbar;; shrunken down to a quarter of its current size; and coloured red.; This could be overlayed on the icon for the file type.; ; NOTES:,RESOLVED,WONTFIX,2,10/10/2001 22:32,1/25/2002 22:35
2272,P3,UI,,Copy & Move should be disabled when closed (1GEHVNK),It is not possible to copy or move a project when it is closed; so the commands; should be disabled.; ; Steps:; 1) create a new project; 2) in the Navigator; right click on the project and click Close Project; 3) right click on the project and click Copy Project; 4) enter a new name and click OK; ; The workbench will not allow this action; so the menu item should be disabled; for this item; or it should be allowed.; ; NOTES:,RESOLVED,FIXED,2,10/10/2001 22:33,3/26/2002 9:28
2273,P4,UI,,[EditorMgmt] Need more control on launching external editors  (1GEHWEH),Registering an external editor in a plug-in manifest file needs to allow the developer to; specify where the selected file resource goes in the command using something like %f. ; It cant always go at the end.; ; NOTES:,RESOLVED,WONTFIX,2,10/10/2001 22:33,6/22/2006 12:51
2274,P3,UI,,[JFace Text] Java Editor: doesnt detect file modification (1GEHXFZ),"Java Editor doesnt detect external file change and also uses the old contents.; Notice that Default Editor doesnt have this problem.; ; 1. Create a project and a java file( .java ); 2. Close the java file.; 3. Using NotePad; modify the java file. Be sure to save it.; 4. In Navigator; rightclick the java file; Open With->Java Editor. ; 	Notice that it shows the old contents. It doesnt detect the file change; either.; 5. This time; do an Open With->default editor.; 	Notice that it gives you the normal error message.; ; NOTES:; ; KUM (5/30/01 8:37:17 PM); 	Cannot reproduce on 114+.; 	Seems to work because of 1GEJWB3: ITPCORE:ALL - IFile.setContents. Must be revisited.; ; WC(07/06/2001 6:44:41 PM); 	Fixed. Verified on 119 JDK",RESOLVED,FIXED,2,10/10/2001 22:33,1/21/2002 21:35
2275,P3,UI,,Copy project dialog problems (1GEIKGH),"TRIGGER PR: ; 		1GEASAP: ITPUI:WIN98 - Copy Project issues; ; - create new project A; - select A; - choose Copy; ; Default text should be Copy of A.; The text should be fully selected; and should have focus.; The title of the dialog should be Copy Project not just Project; (What if user hits Copy; goes for lunch; then comes back?  It looks like it could be creating a new project.); ; NOTES:",RESOLVED,FIXED,2,10/10/2001 22:33,3/26/2002 9:31
2276,P3,UI,1923,Need way to cancel an operation that doesnt specify fork= true (1GEJ66W),"Is it possible to execute an operation in a wizard that is called with context.run(false; true; op) and has the cancel button; 	enabled.; ; ; NOTES:; ; NE (5/30/01 10:19:19 AM); 	No; this is not possible since the UI is not running to check the cancel button.",RESOLVED,DUPLICATE,2,10/10/2001 22:33,1/23/2002 17:50
2277,P3,UI,,API diff between CoreException & WorkbenchException (1GEJK3L),"WorkbenchException inherits from CoreException. CoreException has a method; 	getStatus() that; according to the doc; will always return some type of IStatus object; 	(i.e it will not be null).; ; 	This is not the case with WorkbenchException and PartInitException - they do not; 	always have a status object.; ; NOTES:",RESOLVED,INVALID,2,10/10/2001 22:33,1/22/2002 13:33
2278,P4,Compare,,DCR: Would like coupled horizontal scrolling in compare browser (1GEJNHO),JDK 0.114 W2K; ; The compare differences browser permits coupled vertical scrolling but not coupled; horizontal scrolling -- this would be nice to have.,RESOLVED,FIXED,2,10/10/2001 22:33,2/29/2004 17:49
2279,P3,UI,,IAction id field not initialized by default when created as part of an action set (1GEJVE8),"An IAction object is created for each element of an action set specified by plugin.xml.; 	IAction has a getId() member that should return the ID of the object (or null).  It seems;; 	however; that regardless of having specified an ID in the plugin.xml for the action or not;; 	getId() always returns null.; ; 	A workaround for this problem is simply to implement the IExecutableExtension interface; 	and set the field yourself (thanks Dave!); but the problem should be corrected; or else if it; 	is by design; then the JavaDoc should be clarified.; ; 	JB (30/05/2001 1:45:23 PM); ; NOTES:",RESOLVED,WORKSFORME,2,10/10/2001 22:33,1/22/2002 22:10
2280,P3,UI,,Undo does not jump to undone location (1GEK1G5),"When you undo something; the undo action is performed but the position at which the; 	operation occurred is not made visible in the active editor view.; ; 	To reproduce:; 	Double-click on a (fairly large) *.java resource to open an editor view.; 	Make some changes spread throughout the file on distict visible screen pages.; 	Hit undo (Ctrl-Z; context-menu or menuitem) several times.; 	Note that though the changes have been undone; the editor view was not; 		scrolled to each change as it was undone.  It may be difficult to see that the changes; 		were undone as there was no visual confirmation that the undo action took place.; ; 	JB (30/05/2001 3:57:26 PM); NOTES:",RESOLVED,FIXED,2,10/10/2001 22:33,3/17/2002 10:14
2281,P3,Text,21493,Undoing all changes does not revert file to unchanged state (1GEK1OY),"To see the problem:; 	Double-click on a resource to open an editor.; 	Make some changes.; 	Undo all the changes.; 	Note that the * still appears by the name of the file in the editor tab; and that; 		the Save button has not been greyed out.; ; 	Many text editors provide visual confirmation that all unsaved changes have been; 	undone by restoring whatever visual cues onscreen it uses to show that a file has been; 	saved.  This makes the current behaviour somewhat counter-intuitive by comparison.; ; 	JB (30/05/2001 4:01:03 PM); ; NOTES:",RESOLVED,DUPLICATE,2,10/10/2001 22:33,9/15/2004 11:08
2282,P3,UI,,Find/Replace dialog discards old search text even if there is no current selection (1GEK29U),"The Find/Replace dialog has a feature that allows it to grab the currently selected; 	text [in an editor] for use as the default Find string and the Replace string is discarded.; ; 	However; if no text is currently selected; the old Find and Replace string should not be; 	discarded in the dialog.; ; 	To reproduce:; 	Double-click on a *.java resource in the navigator to open an editor for it.; 	Select some text then hit Ctrl-F.; 	Note that the selected text appears in the Find field as expected.; 	Type something in the Replace field.; 	Close the dialog.; 	Clear the selection (click somewhere else).; 	Hit Ctrl-F; 	Note that both the Find field and the Replace field have been cleared.; ; 	Apparently this is not the same behaviour as that of Leapfrog and other; 	text editors.; ; 	JB (30/05/2001 4:16:18 PM); ; NOTES:",RESOLVED,WONTFIX,2,10/10/2001 22:33,1/21/2002 21:41
2283,P3,UI,,[Standard Components] Flash in tasklist (1GENDMI),"Popup the menu in the tasklist; New Task; Note that when the task appears; the checkbox (second column) flashes many times.; ; NOTES:; EJP (06/27/01 02:47:39 PM); 	Could not reproduce it in the build 125",RESOLVED,WORKSFORME,2,10/10/2001 22:33,1/22/2002 17:27
2284,P3,UI,,Eclipse icon has too bright pixels in bottom left corner (1GELFKF),The new Eclipse icon; seen in the window title and in the task tray;; has some bright pixels in the bottom left corner; which make it look not as clean as it could be.; ; NOTES:,RESOLVED,WONTFIX,2,10/10/2001 22:33,1/25/2002 22:36
2285,P3,UI,,Font selection issues (1GEKDHR),This is not strictly a Workbench issue...; ; I have counted no less than 4 different preference pages in which I can set the font of different; editors; consoles; ...  I would not be surprised if there are more.  Since normal users experience; at least 2-3 of these editors; consoles; ... shouldnt there be one place to go and find out the ; default font?  If individual plugins want to allow their editors to have different fonts; they can ; still allow people to set it but if the user does not; the UI default should take effect.; ; NOTES:,RESOLVED,FIXED,2,10/10/2001 22:33,2/1/2002 13:30
2286,P3,UI,,Copy file dialog default size too small (1GEKFJH),"To reproduce:; 	In the Navigator; right-click on a resource and select copy.; 	Note the size of the dialog...; ; 	The dialog should try to fit the data in the tree horizontally and make an; 	effort to show a good 10-15 lines worth of information inside.  If adequate; 	default dimensions cannot be determined programmatically then the; 	dialog should store its size in persistence data so that the user need only; 	ever resize it once.; ; 	JB (30/05/2001 9:00:39 PM); NOTES:; EG (5/31/01 9:24:35 AM); 	Navigator is owned by ITPUI moving",RESOLVED,WONTFIX,2,10/10/2001 22:33,9/3/2002 13:12
2287,P3,UI,,Broken plugin in 115 (1GELDP9),"Start 115 under Linux.; 	stdout complains that the plugin com.ibm.eclipse.ui.examples.extensions.menus.workbench; 	cannot be found.; ; 	The plugin.xml for org.eclipse.ui.examples.extensions.menus.workbench needs to be fixed.; ; NOTES:; ; CE (6/1/01 12:09:06 PM); 	fixed in 116 drop. to verify",RESOLVED,INVALID,2,10/10/2001 22:33,2/7/2002 22:11
2288,P3,UI,,(minor) Perspective -> Customize ... brings up wizard with wrong layout (1GELEYM),"PA (5/31/01 3:42:49 PM); 	if you choose Perspective -> Customize ... a wizard with a bad layout will show up.; 	- sorry thought nothing is shown on the right side.; 		-> right side should also be shown if you cklick on the checkbox.; 	- background of the right side has to be grey?; ; NOTES:; ; EG (5/31/2001 10:45:44 AM); 	it is grey since you cant select the actions.; 	selecting the item when clicking the check box would be an improvement.; 	moving to ITPUI",RESOLVED,WONTFIX,2,10/10/2001 22:33,3/7/2002 23:27
2289,P3,UI,,UI issues with Help preference page (1GELJBB),"Window->Preferences->Help; ; 	For the two options of Documentation is installed; the second; 	option; Remotely on a Server (should just be server...lowercase; 	s) should disabled both the text field and the label Remote Server URL:; 	(should just be Server URL). ; ; 	Otherwise; then the second option is not checked; it is not obvious; 	(on linux especially) that the field is disabled.; ; 	The same thing applies for the Manual option.; ; NOTES:",RESOLVED,INVALID,2,10/10/2001 22:33,1/22/2002 13:35
2290,P3,UI,,Error opening Paint (1GELLP2),"----- Forwarded by Greg Adams/OTT/OTI on 05/31/01 11:43 AM -----; 	Dave Thomson; 	05/31/01 11:11 AM; 		; 		 To: Greg Adams/OTT/OTI@OTI; 		 cc: ; 		 Subject: Re: Items to check; ; First one works.  Second one does not work.; Problem:; Create test.bmp; Edit with in place paint.; File->Save test.bmp; Then close paint - it prompts you again to save it for no reason.; Open it again.; Get the followin error:; ; 	Unalbe to create part: test.bmp; ; NOTES:; ; TC (5/31/01 4:43:03 PM) - this is due to the following SWT PR; 	1GELPB5: SWT:WINNT - SWTException opening OLEEditors after saving twice; ; TC (5/31/01 6:36:58 PM) - fixed the saving issue - it was to do with not using OLE properly to; save. However there is also a problem with bitmaps re-opening in Eclipse - see; ; 1GEM3KC: SWT:WINNT - OLE Client Site cannot open on .bmp created in file system; ; TC (6/1/01 3:04:19 PM) - we have not been able to reproduce the problem on any other machine or any other; platfor. The machine causing the problem in the first place aso no longer exhibits the problem. Inactive unless; we can find a way to replicate.",CLOSED,FIXED,2,10/10/2001 22:33,5/10/2005 14:56
2291,P3,UI,,DCR: switching between editors (1GELQXK),Alt+Up; Alt+Down are very useful to switch between Perspectives.  Similarly; it would be great; to be able to switch between editors using Alt+Right; Alt+Left.  Currently I dont think there; is a keyboard shortcut for switching between editors.; ; NOTES:,RESOLVED,FIXED,2,10/10/2001 22:33,1/11/2002 10:27
2292,P3,UI,,[JFace Text] Error attempting to merge conflicts (1GEM0CT),"DS (5/31/01 4:24:34 PM); 	I was attempting to bring in a change from the stream; into a Java file; 	that had conflicting changes with the stream.  I was using the Copy current change from ; 	right to left button; ; java.lang.IllegalArgumentException: Argument not valid; 	at org.eclipse.swt.SWT.error(SWT.java:1795); 	at org.eclipse.swt.SWT.error(SWT.java:1741); 	at org.eclipse.jface.text.DocumentAdapter.getLine(DocumentAdapter.java(Compiled Code)); 	at org.eclipse.swt.custom.StyledText.calculateContentWidth(StyledText.java(Compiled Code)); 	at org.eclipse.swt.custom.StyledText.handleTextChanged(StyledText.java:3502); 	at org.eclipse.swt.custom.StyledText$5.textChanged(StyledText.java:3180); 	at org.eclipse.jface.text.DocumentAdapter.fireTextChanged(DocumentAdapter.java:276); 	at org.eclipse.jface.text.DocumentAdapter.documentChanged(DocumentAdapter.java:255); 	at org.eclipse.jface.text.AbstractDocument.fireDocumentChanged(AbstractDocument.java:471); 	at org.eclipse.jface.text.AbstractDocument.replace(AbstractDocument.java:757); 	at org.eclipse.compare.contentmergeviewer.TextMergeViewer.copy(TextMergeViewer.java:2152); 	at org.eclipse.compare.contentmergeviewer.TextMergeViewer.copyDiffRightToLeft(TextMergeViewer.java:2094); 	at org.eclipse.compare.contentmergeviewer.TextMergeViewer.access$19(TextMergeViewer.java:2093); 	at org.eclipse.compare.contentmergeviewer.TextMergeViewer$16.run(TextMergeViewer.java:1467); 	at org.eclipse.jface.action.ActionContributionItem.handleWidgetSelection(ActionContributionItem.java:408); 	at org.eclipse.jface.action.ActionContributionItem.handleWidgetEvent(ActionContributionItem.java(Compiled Code)); 	at org.eclipse.jface.action.ActionContributionItem$ActionListener.handleEvent(ActionContributionItem.java(Compiled Code)); 	at org.eclipse.jface.action.ActionContributionItem$ActionListener.handleEvent(ActionContributionItem.java(Compiled Code)); 	at org.eclipse.swt.widgets.Widget.notifyListeners(Widget.java(Compiled Code)); 	at org.eclipse.swt.widgets.Widget.notifyListeners(Widget.java(Compiled Code)); 	at org.eclipse.swt.widgets.Display.runDeferredEvents(Display.java(Compiled Code)); 	at org.eclipse.swt.widgets.Display.readAndDispatch(Display.java(Compiled Code)); 	at org.eclipse.ui.internal.Workbench.runEventLoop(Workbench.java(Compiled Code)); 	at org.eclipse.ui.internal.Workbench.run(Workbench.java:602); 	at org.eclipse.core.internal.boot.InternalBootLoader.run(InternalBootLoader.java:820); 	at org.eclipse.core.boot.BootLoader.run(BootLoader.java:285); 	at java.lang.reflect.Method.invoke(Native Method); 	at org.eclipse.core.launcher.Main.basicRun(Main.java:70); 	at org.eclipse.core.launcher.Main.run(Main.java:363); 	at org.eclipse.core.launcher.Main.main(Main.java:240); ; NOTES:; ; KM (5/31/01 6:05:43 PM); 	Moving to UI",RESOLVED,FIXED,2,10/10/2001 22:33,2/5/2002 13:21
2293,P1,UI,,NPE during build (1GELWYX),"jkca (5/31/2001 3:11:10 PM); 	jre-motif-sdk 115; ; I encountered a NPE during a build after which my workbench PAFed (possibly due to; the SWT exception which I received at the same time).; ; I had loaded the debug teams projects from our repository.  They do not use; variables yet; so I was setting up the project to use variables so that I could; test cross platform development selfhosting.; ; I brought up the project properties dialog on the Eclipse Launcher plugin which only; contains Main & UIMain.  I changed the build path to include two variables; the JRE_LIB; and one I created PLUGINS/org.eclipse.core.runtime/runtime.jar.  I then hit ok and the; workbench started a build (autobuild on).  After a while the Progress dialog said Running.; and was completely filled; then the workbench PAFed and I got the following in the error log.; ; Log: Fri Jun 01 14:05:53 GMT+00:00 2001; 2 org.eclipse.ui 2 Problems occurred when invoking code from plug-in: org.eclipse.ui.; org.eclipse.swt.SWTException: Widget is disposed; 	at org.eclipse.swt.SWT.error(SWT.java:1700); 	at org.eclipse.swt.SWT.error(SWT.java:1741); 	at org.eclipse.swt.widgets.Widget.error(Widget.java:262); 	at org.eclipse.swt.widgets.Control.getDisplay(Control.java(Compiled Code)); 	at org.eclipse.swt.widgets.Widget.isValidThread(Widget.java(Compiled Code)); 	at org.eclipse.swt.widgets.Control.setToolTipText(Control.java:2278); 	at org.eclipse.swt.custom.CLabel.setToolTipText(CLabel.java:444); 	at org.eclipse.ui.internal.ViewPane.updateTitles(ViewPane.java:519); 	at org.eclipse.ui.internal.ViewPane.propertyChanged(ViewPane.java:360); 	at org.eclipse.ui.part.WorkbenchPart$1.run(WorkbenchPart.java:75); 	at org.eclipse.core.internal.runtime.InternalPlatform.run(InternalPlatform.java:718); 	at org.eclipse.core.runtime.Platform.run(Platform.java:388); 	at org.eclipse.ui.part.WorkbenchPart.firePropertyChange(WorkbenchPart.java:73); 	at org.eclipse.ui.part.WorkbenchPart.setTitleToolTip(WorkbenchPart.java:225); 	at org.eclipse.search.internal.ui.SearchResultView.setTitleToolTip(SearchResultView.java:162); 	at org.eclipse.search.internal.ui.SearchResultViewer.updateTitle(SearchResultViewer.java:395); 	at org.eclipse.search.internal.ui.SearchManager$5.run(SearchManager.java:395); 	at org.eclipse.ui.internal.UIWorkspaceLock.doPendingWork(UIWorkspaceLock.java:35); 	at org.eclipse.ui.internal.UISynchronizer$1.run(UISynchronizer.java:23); 	at org.eclipse.swt.widgets.RunnableLock.run(RunnableLock.java(Compiled Code)); 	at org.eclipse.swt.widgets.Synchronizer.runAsyncMessages(Synchronizer.java(Compiled Code)); 	at org.eclipse.swt.widgets.Display.runAsyncMessages(Display.java(Compiled Code)); 	at org.eclipse.swt.widgets.Display.readAndDispatch(Display.java(Compiled Code)); 	at org.eclipse.swt.widgets.Display.release(Display.java:1452); 	at org.eclipse.swt.graphics.Device.dispose(Device.java:87); 	at org.eclipse.ui.internal.Workbench.run(Workbench.java:627); 	at org.eclipse.core.internal.boot.InternalBootLoader.run(InternalBootLoader.java:810); 	at org.eclipse.core.boot.BootLoader.run(BootLoader.java:280); 	at java.lang.reflect.Method.invoke(Native Method); 	at org.eclipse.core.launcher.Main.basicRun(Main.java:69); 	at org.eclipse.core.launcher.Main.run(Main.java:311); 	at org.eclipse.core.launcher.Main.main(Main.java:198); Log: Fri Jun 01 14:06:00 GMT+00:00 2001; 2 org.eclipse.core.resources 2 Problems occurred when invoking code from plug-in: org.eclipse.core.resources.; java.lang.NullPointerException; 	at org.eclipse.core.internal.resources.SaveManager.executeLifecycle(SaveManager.java:239); 	at org.eclipse.core.internal.resources.SaveManager$1.run(SaveManager.java:83); 	at org.eclipse.core.internal.runtime.InternalPlatform.run(InternalPlatform.java:718); 	at org.eclipse.core.runtime.Platform.run(Platform.java:388); 	at org.eclipse.core.internal.resources.SaveManager.broadcastLifecycle(SaveManager.java:94); 	at org.eclipse.core.internal.resources.SaveManager.save(SaveManager.java:767); 	at org.eclipse.core.internal.resources.SaveManager.snapshotIfNeeded(SaveManager.java:881); 	at org.eclipse.core.internal.resources.Workspace.endOperation(Workspace.java:637); 	at org.eclipse.core.internal.resources.Workspace.run(Workspace.java:1115); 	at org.eclipse.ui.actions.WorkspaceModifyOperation.run(WorkspaceModifyOperation.java:73); 	at org.eclipse.jface.operation.ModalContext$ModalContextThread.run(ModalContext.java:98); ; ; JM (31/05/2001 7:20:45 PM); 	Looks like something is messed up in the UI.  At the end of the operation a snapshot was begin done; 	and at the end of the snapshot notification is being broadcast.  In the notification someone is trying; 	to dispose a widget that is already disposed.; 	Moving to UI; ; SA (6/1/2001 3:49:23 PM); 	Not having any luck reproducing this problem. Sent e-mail to Jed to get more information. Very; 	weird error for sure. If you look at ViewPane::updateTitles; it made calls to the CLabel before; 	calling setToolTipText() (for example; it called getText() in the if statement). None of those; 	failed so the widget was not disposed. Somehow; someone disposed the widget prior to; 	the setToolTipText() call!",RESOLVED,INVALID,2,10/10/2001 22:33,1/18/2005 16:45
2294,P3,UI,,Fast View can be resized only once (1GELX93),"Any view made a fast view can be resized once (by pulling the right edge).; 	This operation cannot be repeated second time with the same fast view.; ; ; NOTES:; ; SA (6/1/2001 1:49:16 PM); 	This could not be reproduce. I can resize the same fast view multiple times.; 	I tried this with build 0.115 plus loaded the lastest Eclipse UI changes (0.117).; ; KK (2001-06-01 15:03:38); 	In driver 0.116 for Linux (out of the box); the problem still exists.; 	Sometimes resize works 1 to 4 times; and then breaks.; 	Drag any view to make it a fast view; show it.  Position a mouse over; 	the right edge of the fast view.  The cursor changes to horizontal resize.; 	Drag the edge of the view left or right. Repeat the resize.; 	Eventually cursor will stop changing to resize cursor and resize is impossible.; 	Pinning the view and making it fast view again does not help (still cannot resize; 	that view).; 	I have found that if I move the mouse very slowly; I get more moves.; 	If I drag the mouse fast and release the edge; it is more likely to break then.; ; 	May be increasing mouse acceleration in preferences of your test machine can help; 	recreate the problem.; ; 	KK (6/3/2001 4:36:44 AM); 	Tried with driver 0.118 on another machine (RedHat 7.0); problem exists as well.",RESOLVED,INVALID,2,10/10/2001 22:33,1/18/2005 16:45
2296,P1,UI,,AddBookmarkAction should use IAdaptable to retrieve the resource (1GEN8B7),"As all other actions AddBookmarkAction should use IAdaptable to retrieve the IFile from the selection so that it can be reused in; 	other navigators like packages view too.; ; ; NOTES:",RESOLVED,FIXED,2,10/10/2001 22:33,1/17/2002 15:43
2297,P3,UI,,Example lauch action  contains debug code (1GENQKR),"org.eclipse.jface.examples.common.launcher.LaunchExamples.initialize(); is calling; 			System.out.println(path ->+file.getAbsolutePath());; ; NOTES:",RESOLVED,INVALID,2,10/10/2001 22:33,1/22/2002 17:26
2298,P3,UI,,[Tasks] The Tasks View does not add new tasks properly (1GENB0K),In some cases when adding tasks to the Task View; they are not added in the correct order.; There are various cases where this happens; here is one:; ; 1) Clear all the tasks; 2) click New Task in the Tasks View; 3) type 1; hit <Enter>; 4) click New Task; dont edit the name just hit <Enter>; 5) click New Task; type 2; hit <Enter>; 6) click New Task; dont edit the name just hit <Enter>; ; You will notice the task is not placed in the appropriate location.; ; NOTES:,RESOLVED,INVALID,2,10/10/2001 22:33,9/5/2002 9:52
2299,P3,UI,,Workbench Action Smoke Tests (1GEPLU8),"This is a test list for actions in the workbench.; ; File Actions ..; 	Invoke File New .. projects; items; other.; 	Invoke Toolbar button for File New .. projects; items; other.; 	Verify close and save action enablement with ; 		- no editors open; 		- one editor; 		- one dirty editor; 		- after revert; 		- two editors; 		- two dirty editors; 		- after close all; 	Verify actions when switching between pages ( one with dirty editor; other without ).; 	Verify after all pages closed.; 	Open many editors; close all; test MRU list.; 	Open an editor and try to print the contents.; 	; Edit Actions ..; 	Verify global actions track global part.; 	Verify editor contributions appear in action bars when is opened.; 	Verify editors of same type reuse contributions.; 	Verify editors of different type cause contribution change.; 	Verify editor contributions are removed when editor is closed.; 	Verify edit actions are consistent when switching between pages.; ; Perspective Actions ..; 	Open = always enabled; 	Verify other actions only enabled when a page is open.; 	Verify open new window; open new page; and replace with using shift and control; 		key options.; 	Verify Save As by modifying current persp; save as; close; reopen.; 	Verify Reset by modifying current persp; then reset.; 	Verify Preference page.; 	Hide Editors; Show Editors; 	Hide Editors; Open new editor; verify implicit show editors.; 	; Action Sets ..; 	Confirm order is consistent.  Add all actions; record order; then remove and re-add; 		select action sets to verify order.; 	Test Customization of File New; Perspective Open; and Show View.; 	Confirm editor actions have consistent place ..; 		- start with no editors; 		- show x action sets; 		- open editor; verify editor actions after sets; 		- hide x action sets; 		- show x action sets; 	Verify action set order persisted between sessions.; ; NOTES:",CLOSED,FIXED,2,10/10/2001 22:33,1/18/2005 16:44
2300,P3,UI,,Cannot export file after saving with system editor (1GENK9W),"If you open a file with its system editor; you will not be able to export the file as it is not; in sync.  You will get an error Zip file must have at least one entry which is not the case.; If you do a refresh from local; the export will work.; ; Quick fix: Have a more generic error message Error(s) exporting.; ; Ideal fix:; 1) Do a refresh from local for all projects automatically when the user selects Export...; -or-; 2) Do a refresh from local for a single project when the user selects; expands; or checks the; project node.; ; Refresh from local is executed very fast when there are no files out of sync with the system; so I dont think the cost of doing this each time you export is that drastic.; It wouldnt hurt to pop up the Refreshing dialog to indicate to the user why the CPU is chugging; if there are many changes to catch up to.; ; NOTES:; ; KH (6/1/2001 2:10:01 PM); 	Auto-refresh is not a good idea. Builders may run. ; ; TC (6/2/01 11:31:47 AM) ; 	Deferred",RESOLVED,WONTFIX,2,10/10/2001 22:33,4/16/2002 15:07
2301,P3,UI,,[Import/Export] No save prompt before exporting (1GENMDK),(Not a serious issue); Before entering the export wizard; the user should be prompted to save their work.  There is a good; chance the user is planning to export the file they are currently editing and could easily forget to save.; If they are exporting; the user rarely checks the contents of the jar/zip so the exported work may not; be what they desire.; ; Illustration:; 1) open a .java file in a project; 2) make some changes to the file; dont save; 3) File->export (file system); 4) select the java file you were editing; export to your desktop; 5) open the java file; note that your changes are not in the file; ; ; ; NOTES:,CLOSED,FIXED,2,10/10/2001 22:33,5/10/2005 14:55
2302,P3,UI,,New File/Folder should be disabled when no projects (1GF0OJN),"If you try to create a new file or folder when you have no projects in your workspace;; the wizard cannot finish.  These commands should be disabled when there are no open; projects available.; ; This means that if you have a project in your workspace but it is in a closed state; the; actions should not be available.; ; NOTES:; JEL (08/06/2001 3:39:36 PM); 	This issue also affects Java projects and the new package/class/interface actions.",RESOLVED,WONTFIX,2,10/10/2001 22:33,1/21/2002 21:44
2303,P1,UI,,Cannot open file in default text editor (1GENOZ5),1) Select a non-java file in one of your projects.  ; 2) right click and select open with Default Text editor; 3) observe that nothing happens; ; If you double click on the file it often will open in the defualt text editor unfortuantely some files have other; editors registered for them (e.g.; PDE and plugin.xml) so that does not help.; ; The net effect is that the platform cannot be used to edit files using just the default editor.  Bummer.; ; NOTES:; ; TC (6/6/01 10:40:03 AM) - cannot replicate; TC (9/18/2001 4:14:36 PM) - cannot replicate in build 135,CLOSED,FIXED,2,10/10/2001 22:33,5/10/2005 14:56
2304,P1,UI,,Action Set Actions appear in reverse order (1GENP9K),"If the actions within an action set are declared as 1; 2; 3; they appear in the; workbench window as 3; 2; 1.; ; NOTES:; ; DS (6/1/01 3:20:46 PM); 	To fix this reverse the flag in PluginActionSetBuilder where findInsertionPoint is; 	called.; ; SA (6/1/2001 9:27:22 PM); 	The code has been changed and waiting to be verified & released",RESOLVED,FIXED,2,10/10/2001 22:33,1/18/2005 16:45
2305,P3,UI,,[JFace Text] Text selection off by one when double clicking on a task (1GENPCI),"If you add a task to a file and then reopen the file from the Tasks view the selection will be one character too short; ; STEPS; 	1) Create a text file; 	2) Add a task; 	3) Close and save the text file; 	4)  Double click on the task on the tasks view; 	5) It will open be the selection will be off by one.; ; ; NOTES:; ; TC (6/1/01 3:31:09 PM) - same problem for Bookmarks",CLOSED,FIXED,2,10/10/2001 22:33,5/10/2005 14:55
2306,P3,UI,,[PropertiesView] Properties not updated when file saved (1GENPH2),"- show properties view; - new text file test.txt; - type some text and save; - notice that the properties arent updated; ; The last modified and size properties should be updated.; ; If you reselect the file in the navigator; the properties update.; ; NOTES:; ; 	KH (9/19/2001 2:34:40 PM); 		Duplicate",RESOLVED,INVALID,2,10/10/2001 22:33,8/30/2009 2:10
2307,P3,UI,,Cant re-associate files to the OLE editor (1GENPQ0),When you first add a file to your project in a Windows platform; it will open the OLE editor inside; Eclipse.  The problem comes if you associate the file to be opened by the system editor (or; anything else for that matter) there is no known way to re-associate that file to the OLE editor.; ; steps:; 1) create a new project MyProject; 2) create a new file pic.bmp; -MS Paint should open here as an OLE (or what ever you have bmps associated to; 3) right click on pic.bmp and select Open With -> System Editor; -now you cant open bmps with the OLE editor unless you restart eclipse.; ; NOTES:; ; TC (6/2/01 10:51:02 AM) - this is because the system editor works differently than the ; internal editor that we look up. This is a big change with very little value added and; should be deferred.,CLOSED,FIXED,2,10/10/2001 22:33,5/10/2005 14:56
2308,P1,UI,,workbench action example does not run (1GENQ7V),"Two problems here:; 1. example does not run; 2. a com.ibm name is referenced in a plugin ; Fixing one should fix the other.; ; STEPS:; -start the dev image; -run org.eclipse.core.launcher.UIMain to open the Eclipse platform; -click on the toolbar button that looks like a pencil.  The hover help reads:; 	Example of Workbench Action; the following is printed to the Console:; ; Could not create action.; Reason:; Plug-in com.ibm.eclipse.examples.ui.extension.menus.workbench was unable to load class org.eclipse.examples.ui.extension.menus.workbench.FirstAction.; ; ; ; ; NOTES:",RESOLVED,INVALID,2,10/10/2001 22:33,2/6/2002 15:56
